time,phase,predicted_emotion,predicted_emotion_2nd,sport
1700864817.0,1,2,27,Football
1700864876.0,1,2,3,Football
1700864892.0,1,3,9,Football
1700864902.0,1,3,27,Football
1700864921.0,1,27,22,Football
1700864926.0,1,2,11,Football
1700864934.0,1,6,7,Football
1700864944.0,1,27,25,Football
1700864995.0,1,2,11,Football
1700865047.0,1,9,3,Football
1700865123.0,1,27,7,Football
1700865134.0,1,14,19,Football
1700865206.0,1,27,3,Football
1700865208.0,1,2,27,Football
1700865295.0,1,27,6,Football
1700865428.0,1,27,3,Football
1700865434.0,1,0,1,Football
1700865438.0,1,0,4,Football
1700865456.0,1,2,11,Football
1700865467.0,1,2,3,Football
1700865471.0,1,2,3,Football
1700865473.0,1,27,0,Football
1700865479.0,1,27,22,Football
1700865479.0,1,0,27,Football
1700865487.0,1,19,14,Football
1700866212.0,1,0,27,Football
1700866212.0,1,27,3,Football
1700866227.0,1,1,10,Football
1700866309.0,1,27,22,Football
1700866313.0,1,27,4,Football
1700866360.0,1,26,27,Football
1700866417.0,1,0,27,Football
1700866449.0,1,3,1,Football
1700866476.0,1,27,4,Football
1700866510.0,1,9,10,Football
1700866552.0,1,0,4,Football
1700866635.0,1,10,11,Football
1700866817.0,1,27,1,Football
1700866899.0,1,27,3,Football
1700867098.0,1,27,8,Football
1700867103.0,1,27,0,Football
1700858809.0,1,25,27,Football
1700861824.0,1,14,27,Football
1700862121.0,1,7,27,Football
1700863521.0,1,27,2,Football
1700863940.0,1,1,27,Football
1700864075.0,1,25,16,Football
1700864809.0,1,1,3,Football
1700865438.0,1,27,7,Football
1700856512.0,1,27,26,Football
1700856853.0,1,7,6,Football
1700857328.0,1,1,17,Football
1700857458.0,1,27,22,Football
1700857509.0,1,0,27,Football
1700857677.0,1,27,4,Football
1700857713.0,1,26,13,Football
1700857851.0,1,7,1,Football
1700857945.0,1,27,25,Football
1700858096.0,1,3,11,Football
1700858116.0,1,27,10,Football
1700858309.0,1,27,7,Football
1700858463.0,1,1,14,Football
1700858548.0,1,27,0,Football
1700858855.0,1,3,2,Football
1700858892.0,1,27,9,Football
1700859226.0,1,22,9,Football
1700859238.0,1,22,10,Football
1700859252.0,1,27,22,Football
1700859263.0,1,27,0,Football
1700859266.0,1,27,3,Football
1700859276.0,1,27,3,Football
1700859304.0,1,1,27,Football
1700859325.0,1,25,16,Football
1700859464.0,1,27,0,Football
1700859590.0,1,7,0,Football
1700859607.0,1,27,4,Football
1700859607.0,1,0,27,Football
1700859736.0,1,2,3,Football
1700859757.0,1,3,27,Football
1700859787.0,1,27,0,Football
1700859871.0,1,7,6,Football
1700859877.0,1,1,3,Football
1700859915.0,1,27,0,Football
1700860196.0,1,6,0,Football
1700860263.0,1,11,27,Football
1700860323.0,1,14,11,Football
1700860456.0,1,3,27,Football
1700860767.0,1,27,9,Football
1700860790.0,1,10,9,Football
1700860836.0,1,27,0,Football
1700861048.0,1,27,9,Football
1700861219.0,1,27,2,Football
1700861244.0,1,27,3,Football
1700861246.0,1,13,0,Football
1700861252.0,1,6,20,Football
1700861253.0,1,1,17,Football
1700861254.0,1,1,0,Football
1700861257.0,1,27,4,Football
1700861265.0,1,27,3,Football
1700861268.0,1,27,7,Football
1700861269.0,1,27,6,Football
1700861277.0,1,26,7,Football
1700861288.0,1,26,7,Football
1700861293.0,1,27,20,Football
1700861296.0,1,3,9,Football
1700861303.0,1,1,10,Football
1700861308.0,1,7,27,Football
1700861310.0,1,27,22,Football
1700861313.0,1,27,1,Football
1700861330.0,1,27,4,Football
1700861342.0,1,27,20,Football
1700861358.0,1,3,27,Football
1700861361.0,1,27,1,Football
1700861369.0,1,7,6,Football
1700861484.0,1,18,27,Football
1700861502.0,1,1,25,Football
1700861513.0,1,10,27,Football
1700861533.0,1,12,2,Football
1700861571.0,1,27,10,Football
1700861613.0,1,10,3,Football
1700861625.0,1,27,20,Football
1700861704.0,1,13,15,Football
1700861811.0,1,2,3,Football
1700861879.0,1,27,3,Football
1700861891.0,1,3,27,Football
1700861896.0,1,12,11,Football
1700861900.0,1,13,27,Football
1700861922.0,1,27,0,Football
1700862153.0,1,2,27,Football
1700862164.0,1,20,8,Football
1700862254.0,1,27,7,Football
1700862259.0,1,27,3,Football
1700862569.0,1,27,7,Football
1700862687.0,1,3,10,Football
1700862714.0,1,9,27,Football
1700862806.0,1,13,0,Football
1700862828.0,1,27,3,Football
1700862943.0,1,12,3,Football
1700862980.0,1,1,17,Football
1700863141.0,1,0,9,Football
1700863292.0,1,27,3,Football
1700863299.0,1,1,3,Football
1700863430.0,1,2,3,Football
1700863475.0,1,27,4,Football
1700863480.0,1,27,3,Football
1700863861.0,1,27,4,Football
1700863883.0,1,7,6,Football
1700863890.0,1,27,4,Football
1700863938.0,1,27,8,Football
1700863957.0,1,27,0,Football
1700863988.0,1,4,27,Football
1700864007.0,1,27,9,Football
1700864098.0,1,27,3,Football
1700864123.0,1,27,3,Football
1700864176.0,1,27,3,Football
1700864212.0,1,20,27,Football
1700864629.0,1,27,10,Football
1700864720.0,1,27,22,Football
1700864828.0,1,2,3,Football
1700864830.0,1,3,2,Football
1700864883.0,1,24,7,Football
1700864960.0,1,27,3,Football
1700864965.0,1,27,3,Football
1700865003.0,1,27,4,Football
1700865206.0,1,2,3,Football
1700865437.0,1,27,0,Football
1700865449.0,1,6,7,Football
1700865455.0,1,1,27,Football
1700865478.0,1,6,27,Football
1700865503.0,1,10,9,Football
1700865520.0,1,20,27,Football
1700865536.0,1,13,4,Football
1700865550.0,1,27,1,Football
1700865609.0,1,7,18,Football
1700866128.0,1,27,22,Football
1700866372.0,1,3,27,Football
1700866498.0,1,2,27,Football
1700866514.0,1,12,3,Football
1700866568.0,1,2,3,Football
1700866601.0,1,1,4,Football
1700866614.0,1,15,11,Football
1700866675.0,1,20,0,Football
1700866687.0,1,1,27,Football
1700866810.0,1,7,2,Football
1700866836.0,1,0,4,Football
1700866926.0,1,27,3,Football
1700867070.0,1,27,22,Football
1700867099.0,1,3,9,Football
1700867501.0,1,0,10,Football
1700854968.0,1,22,27,Football
1700856552.0,1,4,27,Football
1700856575.0,1,27,10,Football
1700856875.0,1,0,27,Football
1700857249.0,1,3,5,Football
1700857306.0,1,27,20,Football
1700857513.0,1,7,6,Football
1700857526.0,1,27,4,Football
1700857537.0,1,6,7,Football
1700857577.0,1,27,17,Football
1700857634.0,1,26,2,Football
1700857646.0,1,27,10,Football
1700857701.0,1,27,7,Football
1700857769.0,1,2,10,Football
1700857800.0,1,11,3,Football
1700857952.0,1,17,7,Football
1700858035.0,1,27,20,Football
1700858068.0,1,2,27,Football
1700858106.0,1,18,7,Football
1700858157.0,1,27,3,Football
1700858308.0,1,27,3,Football
1700858436.0,1,27,4,Football
1700858485.0,1,24,25,Football
1700858532.0,1,3,2,Football
1700858545.0,1,2,3,Football
1700858575.0,1,27,4,Football
1700858579.0,1,8,17,Football
1700858581.0,1,0,27,Football
1700858587.0,1,1,17,Football
1700858753.0,1,11,7,Football
1700858805.0,1,0,27,Football
1700858908.0,1,2,3,Football
1700859063.0,1,27,3,Football
1700859107.0,1,26,27,Football
1700859159.0,1,27,3,Football
1700859213.0,1,7,6,Football
1700859235.0,1,4,22,Football
1700859249.0,1,1,27,Football
1700859252.0,1,27,7,Football
1700859265.0,1,27,7,Football
1700859294.0,1,27,3,Football
1700859298.0,1,20,27,Football
1700859325.0,1,27,10,Football
1700859374.0,1,17,1,Football
1700859411.0,1,4,27,Football
1700859493.0,1,20,27,Football
1700859502.0,1,2,3,Football
1700860068.0,1,27,3,Football
1700860109.0,1,1,27,Football
1700860162.0,1,27,11,Football
1700860236.0,1,27,3,Football
1700860248.0,1,11,9,Football
1700860250.0,1,11,10,Football
1700860278.0,1,9,3,Football
1700860325.0,1,27,7,Football
1700860490.0,1,27,3,Football
1700860503.0,1,27,22,Football
1700860552.0,1,27,4,Football
1700860678.0,1,27,22,Football
1700860761.0,1,27,9,Football
1700860762.0,1,27,0,Football
1700860808.0,1,27,7,Football
1700860819.0,1,27,5,Football
1700860822.0,1,12,27,Football
1700860824.0,1,27,0,Football
1700860928.0,1,27,10,Football
1700861085.0,1,27,8,Football
1700861137.0,1,1,17,Football
1700861191.0,1,27,14,Football
1700861198.0,1,27,6,Football
1700861238.0,1,27,0,Football
1700861238.0,1,2,3,Football
1700861240.0,1,27,1,Football
1700861243.0,1,1,2,Football
1700861250.0,1,10,27,Football
1700861255.0,1,13,17,Football
1700861264.0,1,27,0,Football
1700861264.0,1,27,7,Football
1700861266.0,1,27,17,Football
1700861268.0,1,3,27,Football
1700861272.0,1,27,22,Football
1700861275.0,1,14,1,Football
1700861294.0,1,11,3,Football
1700861296.0,1,2,27,Football
1700861302.0,1,27,7,Football
1700861305.0,1,4,27,Football
1700861318.0,1,1,27,Football
1700861318.0,1,2,3,Football
1700861322.0,1,1,17,Football
1700861326.0,1,18,5,Football
1700861333.0,1,25,27,Football
1700861350.0,1,27,3,Football
1700861356.0,1,27,3,Football
1700861406.0,1,18,10,Football
1700861413.0,1,3,27,Football
1700861422.0,1,27,25,Football
1700861441.0,1,1,27,Football
1700861459.0,1,26,7,Football
1700861483.0,1,20,7,Football
1700861562.0,1,18,3,Football
1700861563.0,1,27,3,Football
1700861607.0,1,7,26,Football
1700861623.0,1,1,11,Football
1700861629.0,1,22,27,Football
1700861637.0,1,27,4,Football
1700861653.0,1,3,2,Football
1700861688.0,1,10,3,Football
1700861740.0,1,15,23,Football
1700861782.0,1,27,7,Football
1700861794.0,1,7,27,Football
1700861808.0,1,27,3,Football
1700861856.0,1,14,27,Football
1700861858.0,1,3,26,Football
1700861860.0,1,27,10,Football
1700861945.0,1,3,27,Football
1700862102.0,1,27,1,Football
1700862193.0,1,7,27,Football
1700862222.0,1,27,20,Football
1700862440.0,1,27,3,Football
1700862484.0,1,27,20,Football
1700862603.0,1,27,9,Football
1700862633.0,1,27,4,Football
1700862757.0,1,11,10,Football
1700862764.0,1,7,13,Football
1700862803.0,1,7,6,Football
1700862862.0,1,27,10,Football
1700863012.0,1,17,0,Football
1700863774.0,1,27,13,Football
1700863827.0,1,7,27,Football
1700863874.0,1,27,5,Football
1700863875.0,1,3,2,Football
1700863883.0,1,27,3,Football
1700863914.0,1,1,17,Football
1700863930.0,1,27,3,Football
1700863931.0,1,13,17,Football
1700863933.0,1,26,27,Football
1700863935.0,1,7,6,Football
1700863949.0,1,1,27,Football
1700863958.0,1,26,9,Football
1700864005.0,1,2,3,Football
1700864005.0,1,15,22,Football
1700864093.0,1,27,4,Football
1700864094.0,1,0,26,Football
1700864120.0,1,1,27,Football
1700864543.0,1,3,9,Football
1700864550.0,1,27,10,Football
1700864609.0,1,6,27,Football
1700864621.0,1,6,7,Football
1700864639.0,1,18,27,Football
1700864663.0,1,20,3,Football
1700864684.0,1,1,2,Football
1700864695.0,1,27,22,Football
1700864761.0,1,27,3,Football
1700864866.0,1,2,3,Football
1700864868.0,1,3,2,Football
1700864914.0,1,2,27,Football
1700864914.0,1,27,3,Football
1700864926.0,1,8,25,Football
1700864961.0,1,2,3,Football
1700864984.0,1,27,3,Football
1700865021.0,1,2,3,Football
1700865072.0,1,2,3,Football
1700865120.0,1,2,3,Football
1700865143.0,1,22,27,Football
1700865210.0,1,27,1,Football
1700865307.0,1,0,24,Football
1700865316.0,1,27,4,Football
1700865422.0,1,27,26,Football
1700865441.0,1,11,27,Football
1700865443.0,1,1,17,Football
1700865452.0,1,27,6,Football
1700865453.0,1,1,3,Football
1700865458.0,1,14,11,Football
1700865458.0,1,7,27,Football
1700865458.0,1,2,3,Football
1700865469.0,1,27,2,Football
1700865471.0,1,7,27,Football
1700865475.0,1,27,3,Football
1700865489.0,1,27,0,Football
1700865495.0,1,18,2,Football
1700865529.0,1,27,1,Football
1700865592.0,1,22,0,Football
1700865597.0,1,27,8,Football
1700865628.0,1,27,4,Football
1700865809.0,1,7,27,Football
1700865840.0,1,27,7,Football
1700865843.0,1,14,19,Football
1700865858.0,1,2,3,Football
1700865947.0,1,27,7,Football
1700866037.0,1,27,0,Football
1700866044.0,1,3,11,Football
1700866135.0,1,11,3,Football
1700866185.0,1,3,4,Football
1700866216.0,1,27,6,Football
1700866428.0,1,27,8,Football
1700866450.0,1,27,0,Football
1700866450.0,1,25,9,Football
1700866539.0,1,0,27,Football
1700866589.0,1,7,27,Football
1700866680.0,1,3,9,Football
1700866692.0,1,27,3,Football
1700866832.0,1,3,11,Football
1700866907.0,1,2,1,Football
1700866909.0,1,1,27,Football
1700866911.0,1,1,11,Football
1700866935.0,1,20,27,Football
1700866962.0,1,27,20,Football
1700867066.0,1,27,4,Football
1700867190.0,1,7,6,Football
1700867220.0,1,7,6,Football
1700867502.0,1,27,20,Football
1700859448.0,1,14,19,Football
1700860053.0,1,0,1,Football
1700855986.0,1,6,27,Football
1700856561.0,1,27,7,Football
1700857737.0,1,3,10,Football
1700859428.0,1,6,7,Football
1700860167.0,1,27,6,Football
1700863879.0,1,27,3,Football
1700863881.0,1,4,22,Football
1700863899.0,1,27,13,Football
1700864086.0,1,27,22,Football
1700864100.0,1,1,3,Football
1700864200.0,1,14,12,Football
1700866426.0,1,7,27,Football
1700870626.0,1,9,10,Football
1700853576.0,1,3,2,Football
1700853937.0,1,27,4,Football
1700854454.0,1,27,4,Football
1700855440.0,1,18,1,Football
1700855792.0,1,27,20,Football
1700856127.0,1,4,18,Football
1700856333.0,1,27,4,Football
1700856375.0,1,4,27,Football
1700856520.0,1,3,27,Football
1700856574.0,1,27,1,Football
1700856592.0,1,27,10,Football
1700856607.0,1,18,0,Football
1700856841.0,1,3,2,Football
1700856854.0,1,24,27,Football
1700856873.0,1,3,2,Football
1700856921.0,1,9,19,Football
1700857147.0,1,27,7,Football
1700857184.0,1,27,20,Football
1700857232.0,1,27,10,Football
1700857518.0,1,7,27,Football
1700857524.0,1,27,7,Football
1700857539.0,1,6,27,Football
1700857542.0,1,27,7,Football
1700857672.0,1,2,11,Football
1700857733.0,1,2,3,Football
1700857917.0,1,6,7,Football
1700858065.0,1,10,6,Football
1700858089.0,1,27,4,Football
1700858141.0,1,27,4,Football
1700858224.0,1,27,7,Football
1700858230.0,1,8,4,Football
1700858334.0,1,1,0,Football
1700858337.0,1,7,6,Football
1700858474.0,1,2,3,Football
1700858790.0,1,27,1,Football
1700858805.0,1,2,3,Football
1700858815.0,1,7,27,Football
1700858850.0,1,27,7,Football
1700858902.0,1,7,9,Football
1700858941.0,1,3,27,Football
1700859095.0,1,1,17,Football
1700859119.0,1,24,25,Football
1700859147.0,1,1,0,Football
1700859150.0,1,2,26,Football
1700859164.0,1,27,7,Football
1700859173.0,1,27,4,Football
1700859221.0,1,26,0,Football
1700859231.0,1,9,3,Football
1700859233.0,1,17,22,Football
1700859270.0,1,27,20,Football
1700859298.0,1,27,22,Football
1700859301.0,1,27,4,Football
1700859314.0,1,1,27,Football
1700859331.0,1,27,0,Football
1700859332.0,1,27,7,Football
1700859358.0,1,9,3,Football
1700859363.0,1,20,27,Football
1700859394.0,1,9,22,Football
1700859451.0,1,27,0,Football
1700859478.0,1,14,27,Football
1700859494.0,1,27,3,Football
1700859521.0,1,17,27,Football
1700859524.0,1,7,26,Football
1700859621.0,1,27,4,Football
1700859629.0,1,27,20,Football
1700859651.0,1,1,27,Football
1700859666.0,1,27,7,Football
1700859798.0,1,26,22,Football
1700859831.0,1,2,27,Football
1700859837.0,1,7,6,Football
1700859852.0,1,27,10,Football
1700860047.0,1,17,4,Football
1700860152.0,1,27,7,Football
1700860218.0,1,27,0,Football
1700860238.0,1,27,3,Football
1700860253.0,1,27,10,Football
1700860272.0,1,27,3,Football
1700860285.0,1,27,7,Football
1700860417.0,1,2,3,Football
1700860451.0,1,0,24,Football
1700860550.0,1,27,9,Football
1700860588.0,1,0,27,Football
1700860682.0,1,27,2,Football
1700860705.0,1,14,9,Football
1700860717.0,1,3,20,Football
1700860728.0,1,27,25,Football
1700860742.0,1,27,14,Football
1700860757.0,1,3,2,Football
1700860761.0,1,27,22,Football
1700860795.0,1,17,27,Football
1700860799.0,1,27,1,Football
1700860837.0,1,1,27,Football
1700860864.0,1,27,3,Football
1700861193.0,1,2,11,Football
1700861194.0,1,27,7,Football
1700861205.0,1,11,2,Football
1700861211.0,1,2,1,Football
1700861215.0,1,1,27,Football
1700861226.0,1,0,14,Football
1700861239.0,1,27,10,Football
1700861239.0,1,27,0,Football
1700861239.0,1,12,27,Football
1700861252.0,1,2,7,Football
1700861253.0,1,27,4,Football
1700861260.0,1,27,22,Football
1700861263.0,1,22,27,Football
1700861264.0,1,27,22,Football
1700861274.0,1,9,27,Football
1700861275.0,1,27,22,Football
1700861276.0,1,20,27,Football
1700861277.0,1,27,22,Football
1700861281.0,1,25,1,Football
1700861281.0,1,1,17,Football
1700861291.0,1,1,17,Football
1700861292.0,1,0,13,Football
1700861294.0,1,9,25,Football
1700861295.0,1,27,3,Football
1700861300.0,1,26,9,Football
1700861306.0,1,27,3,Football
1700861306.0,1,6,0,Football
1700861311.0,1,27,3,Football
1700861313.0,1,27,1,Football
1700861321.0,1,26,27,Football
1700861327.0,1,6,7,Football
1700861328.0,1,2,3,Football
1700861331.0,1,27,10,Football
1700861332.0,1,10,27,Football
1700861349.0,1,7,6,Football
1700861357.0,1,18,0,Football
1700861366.0,1,10,3,Football
1700861368.0,1,27,7,Football
1700861369.0,1,26,27,Football
1700861374.0,1,7,27,Football
1700861379.0,1,1,27,Football
1700861381.0,1,14,10,Football
1700861388.0,1,1,27,Football
1700861413.0,1,1,26,Football
1700861423.0,1,27,3,Football
1700861428.0,1,27,22,Football
1700861457.0,1,27,1,Football
1700861470.0,1,27,22,Football
1700861472.0,1,1,7,Football
1700861503.0,1,27,20,Football
1700861513.0,1,20,8,Football
1700861522.0,1,27,20,Football
1700861539.0,1,27,20,Football
1700861541.0,1,27,7,Football
1700861550.0,1,27,0,Football
1700861559.0,1,4,22,Football
1700861567.0,1,4,27,Football
1700861582.0,1,27,3,Football
1700861589.0,1,26,27,Football
1700861600.0,1,27,13,Football
1700861602.0,1,27,22,Football
1700861603.0,1,3,2,Football
1700861608.0,1,27,3,Football
1700861653.0,1,27,3,Football
1700861663.0,1,15,27,Football
1700861674.0,1,27,20,Football
1700861769.0,1,27,6,Football
1700861779.0,1,1,3,Football
1700861781.0,1,3,27,Football
1700861788.0,1,27,4,Football
1700861815.0,1,6,7,Football
1700861816.0,1,6,7,Football
1700861823.0,1,0,20,Football
1700861853.0,1,7,27,Football
1700861863.0,1,4,27,Football
1700861883.0,1,27,4,Football
1700861897.0,1,27,22,Football
1700861989.0,1,27,7,Football
1700862098.0,1,4,0,Football
1700862105.0,1,7,27,Football
1700862112.0,1,2,26,Football
1700862119.0,1,7,27,Football
1700862152.0,1,27,3,Football
1700862224.0,1,6,7,Football
1700862231.0,1,27,7,Football
1700862371.0,1,27,5,Football
1700862394.0,1,27,6,Football
1700862523.0,1,4,15,Football
1700862530.0,1,1,27,Football
1700862714.0,1,27,2,Football
1700862738.0,1,1,11,Football
1700862776.0,1,25,27,Football
1700862823.0,1,3,27,Football
1700862838.0,1,3,27,Football
1700862855.0,1,27,7,Football
1700862857.0,1,1,17,Football
1700862880.0,1,27,7,Football
1700863104.0,1,27,22,Football
1700863144.0,1,2,3,Football
1700863199.0,1,11,12,Football
1700863303.0,1,27,4,Football
1700863389.0,1,15,9,Football
1700863414.0,1,10,2,Football
1700863540.0,1,0,1,Football
1700863624.0,1,22,4,Football
1700863658.0,1,27,9,Football
1700863660.0,1,24,12,Football
1700863788.0,1,7,13,Football
1700863834.0,1,7,2,Football
1700863862.0,1,27,3,Football
1700863878.0,1,7,3,Football
1700863906.0,1,20,27,Football
1700863907.0,1,10,3,Football
1700863930.0,1,6,27,Football
1700863936.0,1,7,3,Football
1700863939.0,1,11,27,Football
1700863949.0,1,18,17,Football
1700863963.0,1,27,4,Football
1700863993.0,1,6,22,Football
1700863996.0,1,27,9,Football
1700863996.0,1,24,22,Football
1700864029.0,1,27,10,Football
1700864046.0,1,27,25,Football
1700864212.0,1,7,11,Football
1700864385.0,1,2,27,Football
1700864564.0,1,27,4,Football
1700864628.0,1,27,7,Football
1700864630.0,1,27,0,Football
1700864637.0,1,10,26,Football
1700864646.0,1,27,26,Football
1700864715.0,1,27,3,Football
1700864810.0,1,26,22,Football
1700864820.0,1,26,27,Football
1700864866.0,1,27,10,Football
1700864869.0,1,27,4,Football
1700864870.0,1,27,7,Football
1700864875.0,1,25,27,Football
1700864875.0,1,10,27,Football
1700864884.0,1,27,7,Football
1700864907.0,1,7,6,Football
1700864910.0,1,20,5,Football
1700864911.0,1,9,2,Football
1700864984.0,1,27,22,Football
1700865015.0,1,2,3,Football
1700865018.0,1,7,6,Football
1700865032.0,1,7,6,Football
1700865130.0,1,3,6,Football
1700865205.0,1,27,10,Football
1700865227.0,1,5,27,Football
1700865243.0,1,3,7,Football
1700865303.0,1,27,9,Football
1700865437.0,1,11,3,Football
1700865438.0,1,15,27,Football
1700865443.0,1,27,4,Football
1700865446.0,1,2,1,Football
1700865451.0,1,27,0,Football
1700865473.0,1,3,27,Football
1700865479.0,1,1,17,Football
1700865481.0,1,27,1,Football
1700865485.0,1,26,14,Football
1700865499.0,1,27,3,Football
1700865508.0,1,9,3,Football
1700865529.0,1,1,3,Football
1700865565.0,1,27,20,Football
1700865574.0,1,3,2,Football
1700865732.0,1,7,10,Football
1700865747.0,1,27,3,Football
1700865776.0,1,27,4,Football
1700865784.0,1,27,3,Football
1700865905.0,1,1,3,Football
1700865945.0,1,1,27,Football
1700866010.0,1,27,23,Football
1700866015.0,1,27,13,Football
1700866033.0,1,26,3,Football
1700866062.0,1,3,9,Football
1700866087.0,1,27,0,Football
1700866149.0,1,7,6,Football
1700866212.0,1,27,10,Football
1700866224.0,1,27,6,Football
1700866539.0,1,4,17,Football
1700866576.0,1,26,9,Football
1700866702.0,1,27,7,Football
1700866822.0,1,11,1,Football
1700866841.0,1,3,2,Football
1700866858.0,1,1,14,Football
1700866893.0,1,11,3,Football
1700866904.0,1,27,3,Football
1700866918.0,1,27,4,Football
1700866932.0,1,3,1,Football
1700866963.0,1,12,27,Football
1700866972.0,1,1,27,Football
1700867048.0,1,27,4,Football
1700867129.0,1,27,22,Football
1700857512.0,1,1,3,Football
1700861742.0,1,7,6,Football
1700863892.0,1,3,8,Football
1700866248.0,1,0,7,Football
1700859265.0,1,27,25,Football
1700860052.0,1,1,17,Football
1700862116.0,1,27,0,Football
1700862117.0,1,1,7,Football
1700864802.0,1,27,3,Football
1700867032.0,1,0,4,Football
1700867129.0,1,0,3,Football
1700855201.0,1,18,10,Football
1700855213.0,1,18,4,Football
1700855349.0,1,27,4,Football
1700855830.0,1,7,27,Football
1700856038.0,1,27,10,Football
1700856095.0,1,18,0,Football
1700856390.0,1,24,3,Football
1700856519.0,1,27,4,Football
1700856525.0,1,27,9,Football
1700856542.0,1,10,3,Football
1700856586.0,1,27,4,Football
1700856660.0,1,27,4,Football
1700856704.0,1,0,27,Football
1700856724.0,1,9,27,Football
1700856830.0,1,3,11,Football
1700856838.0,1,3,10,Football
1700856870.0,1,6,7,Football
1700856887.0,1,18,3,Football
1700856888.0,1,27,6,Football
1700856892.0,1,4,27,Football
1700856972.0,1,4,27,Football
1700857291.0,1,27,3,Football
1700857322.0,1,27,5,Football
1700857458.0,1,3,7,Football
1700857479.0,1,27,14,Football
1700857519.0,1,7,6,Football
1700857525.0,1,7,27,Football
1700857527.0,1,9,10,Football
1700857529.0,1,11,27,Football
1700857646.0,1,27,3,Football
1700857695.0,1,0,1,Football
1700857728.0,1,27,4,Football
1700857773.0,1,27,10,Football
1700857811.0,1,7,27,Football
1700857847.0,1,13,27,Football
1700857852.0,1,27,4,Football
1700857854.0,1,2,27,Football
1700857860.0,1,9,27,Football
1700857914.0,1,7,6,Football
1700857970.0,1,27,10,Football
1700857979.0,1,6,22,Football
1700857999.0,1,1,0,Football
1700858021.0,1,27,7,Football
1700858092.0,1,7,27,Football
1700858112.0,1,27,12,Football
1700858126.0,1,27,26,Football
1700858148.0,1,10,9,Football
1700858174.0,1,9,22,Football
1700858375.0,1,27,3,Football
1700858457.0,1,20,27,Football
1700858458.0,1,7,6,Football
1700858557.0,1,1,27,Football
1700858592.0,1,1,27,Football
1700858631.0,1,27,9,Football
1700858643.0,1,1,27,Football
1700858660.0,1,27,7,Football
1700858745.0,1,27,3,Football
1700858751.0,1,10,27,Football
1700858793.0,1,27,3,Football
1700858801.0,1,3,27,Football
1700858806.0,1,25,9,Football
1700859085.0,1,27,8,Football
1700859148.0,1,1,7,Football
1700859186.0,1,22,9,Football
1700859190.0,1,27,3,Football
1700859200.0,1,27,7,Football
1700859214.0,1,1,10,Football
1700859222.0,1,27,13,Football
1700859224.0,1,27,3,Football
1700859284.0,1,26,13,Football
1700859333.0,1,14,22,Football
1700859341.0,1,27,4,Football
1700859411.0,1,10,11,Football
1700859451.0,1,0,6,Football
1700859493.0,1,27,10,Football
1700859532.0,1,0,27,Football
1700859543.0,1,27,0,Football
1700859547.0,1,25,9,Football
1700859611.0,1,26,25,Football
1700859620.0,1,27,20,Football
1700859621.0,1,3,11,Football
1700859649.0,1,27,22,Football
1700859651.0,1,2,3,Football
1700859654.0,1,27,9,Football
1700859665.0,1,27,0,Football
1700859667.0,1,26,9,Football
1700859687.0,1,3,27,Football
1700859718.0,1,9,10,Football
1700859787.0,1,15,3,Football
1700859930.0,1,27,3,Football
1700859932.0,1,6,27,Football
1700859995.0,1,10,27,Football
1700859999.0,1,0,27,Football
1700860048.0,1,1,17,Football
1700860087.0,1,0,4,Football
1700860100.0,1,27,7,Football
1700860102.0,1,27,9,Football
1700860102.0,1,27,7,Football
1700860158.0,1,0,20,Football
1700860162.0,1,27,7,Football
1700860167.0,1,27,10,Football
1700860173.0,1,27,4,Football
1700860213.0,1,3,27,Football
1700860271.0,1,27,14,Football
1700860274.0,1,14,11,Football
1700860292.0,1,10,27,Football
1700860331.0,1,7,27,Football
1700860368.0,1,3,9,Football
1700860371.0,1,27,20,Football
1700860384.0,1,27,3,Football
1700860416.0,1,27,2,Football
1700860435.0,1,0,4,Football
1700860500.0,1,27,6,Football
1700860512.0,1,3,27,Football
1700860513.0,1,25,9,Football
1700860518.0,1,27,3,Football
1700860563.0,1,9,25,Football
1700860670.0,1,25,9,Football
1700860680.0,1,7,27,Football
1700860681.0,1,27,3,Football
1700860681.0,1,27,25,Football
1700860681.0,1,2,26,Football
1700860694.0,1,27,22,Football
1700860697.0,1,27,4,Football
1700860707.0,1,20,9,Football
1700860728.0,1,7,27,Football
1700860742.0,1,27,9,Football
1700860743.0,1,9,0,Football
1700860748.0,1,27,7,Football
1700860760.0,1,1,27,Football
1700860768.0,1,10,3,Football
1700860841.0,1,10,27,Football
1700860849.0,1,1,27,Football
1700860856.0,1,2,3,Football
1700860874.0,1,27,4,Football
1700861011.0,1,0,27,Football
1700861037.0,1,27,13,Football
1700861091.0,1,27,7,Football
1700861099.0,1,1,3,Football
1700861117.0,1,27,4,Football
1700861178.0,1,27,1,Football
1700861191.0,1,2,10,Football
1700861193.0,1,1,2,Football
1700861193.0,1,3,27,Football
1700861199.0,1,27,10,Football
1700861201.0,1,3,20,Football
1700861208.0,1,27,25,Football
1700861211.0,1,2,1,Football
1700861215.0,1,2,26,Football
1700861220.0,1,10,27,Football
1700861225.0,1,27,26,Football
1700861235.0,1,27,10,Football
1700861235.0,1,27,7,Football
1700861236.0,1,3,9,Football
1700861240.0,1,25,16,Football
1700861244.0,1,27,3,Football
1700861245.0,1,3,11,Football
1700861246.0,1,0,27,Football
1700861246.0,1,1,0,Football
1700861252.0,1,2,3,Football
1700861253.0,1,27,22,Football
