time,phase,predicted_emotion,predicted_emotion_2nd,sport,category
1523476482,1,27,7,Soccer,3U
1523476508,1,18,13,Soccer,3N
1523476530,1,26,27,Soccer,3N
1523476545,1,10,20,Soccer,3F
1523476579,1,27,0,Soccer,3N
1523476596,1,3,27,Soccer,3F
1523476603,1,27,3,Soccer,3N
1523476608,1,22,12,Soccer,3N
1523476617,1,1,7,Soccer,3N
1523476626,1,27,0,Soccer,3N
1523476716,1,2,3,Soccer,3N
1523476719,1,17,27,Soccer,3N
1523476724,1,8,20,Soccer,3N
1523476731,1,1,27,Soccer,3N
1523476735,1,4,27,Soccer,3N
1523476746,1,1,3,Soccer,3N
1523476753,1,27,2,Soccer,3N
1523476759,1,1,27,Soccer,3N
1523476789,1,7,27,Soccer,3F
1523476790,1,27,25,Soccer,3N
1523476801,1,27,4,Soccer,3N
1523476879,1,0,13,Soccer,3N
1523476896,1,15,27,Soccer,3N
1523476899,1,2,3,Soccer,3N
1523476927,1,27,0,Soccer,3N
1523476947,1,18,25,Soccer,3N
1523476950,1,3,10,Soccer,3U
1523476998,1,27,11,Soccer,3N
1523477003,1,27,3,Soccer,3U
1523477007,1,2,27,Soccer,3N
1523477035,1,1,0,Soccer,3N
1523477037,1,4,27,Soccer,3N
1523477044,1,3,7,Soccer,3N
1523477045,1,27,3,Soccer,3N
1523477046,1,27,2,Soccer,3N
1523477050,1,26,13,Soccer,3N
1523477060,1,27,11,Soccer,3N
1523477062,1,26,13,Soccer,3N
1523477063,1,3,11,Soccer,3N
1523477069,1,2,7,Soccer,3N
1523477072,1,27,13,Soccer,3N
1523477073,1,27,4,Soccer,3N
1523477074,1,27,1,Soccer,3N
1523477075,1,1,17,Soccer,3N
1523477076,1,13,27,Soccer,3N
1523477086,1,27,7,Soccer,3N
1523477088,1,27,3,Soccer,3N
1523477092,1,0,27,Soccer,3F
1523477093,1,26,3,Soccer,3N
1523477093,1,27,22,Soccer,3N
1523477094,1,27,4,Soccer,3N
1523477095,1,9,3,Soccer,3N
1523477095,1,3,11,Soccer,3N
1523477096,1,27,0,Soccer,3N
1523477097,1,27,1,Soccer,3N
1523477098,1,3,2,Soccer,3N
1523477099,1,27,4,Soccer,3N
1523477100,1,6,7,Soccer,3N
1523477100,1,1,7,Soccer,3N
1523477103,1,0,4,Soccer,3N
1523477103,1,3,20,Soccer,3N
1523477103,1,2,3,Soccer,3N
1523477103,1,10,27,Soccer,3N
1523477103,1,27,6,Soccer,3N
1523477105,1,0,27,Soccer,3N
1523477108,1,3,9,Soccer,3N
1523477108,1,26,2,Soccer,3N
1523477108,1,7,27,Soccer,3N
1523477110,1,1,27,Soccer,3N
1523477115,1,13,0,Soccer,3N
1523477115,1,27,0,Soccer,3U
1523477115,1,20,27,Soccer,3N
1523477117,1,1,27,Soccer,3N
1523477117,1,18,17,Soccer,3U
1523477117,1,9,11,Soccer,3N
1523477118,1,2,27,Soccer,3N
1523477118,1,27,0,Soccer,3N
1523477120,1,26,25,Soccer,3U
1523477121,1,27,4,Soccer,3N
1523477123,1,27,20,Soccer,3N
1523477124,1,0,13,Soccer,3N
1523477124,1,27,3,Soccer,3N
1523477126,1,27,3,Soccer,3N
1523477128,1,7,6,Soccer,3N
1523477132,1,27,3,Soccer,3U
1523477133,1,27,20,Soccer,3N
1523477133,1,4,27,Soccer,3N
1523477137,1,1,3,Soccer,3N
1523477138,1,27,25,Soccer,3N
1523477141,1,26,9,Soccer,3N
1523477144,1,1,27,Soccer,3N
1523477144,1,27,7,Soccer,3N
1523477144,1,2,3,Soccer,3N
1523477154,1,27,25,Soccer,3N
1523477162,1,26,27,Soccer,3N
1523477164,1,27,4,Soccer,3N
1523477164,1,20,9,Soccer,3N
1523477165,1,1,17,Soccer,3N
1523477166,1,1,3,Soccer,3N
1523477170,1,27,8,Soccer,3N
1523477171,1,0,27,Soccer,3N
1523477172,1,27,7,Soccer,3N
1523477174,1,27,3,Soccer,3N
1523477176,1,27,20,Soccer,3N
1523477176,1,27,2,Soccer,3U
1523477183,1,27,3,Soccer,3N
1523477186,1,27,22,Soccer,3N
1523477192,1,27,17,Soccer,3N
1523477196,1,3,11,Soccer,3N
1523477199,1,2,26,Soccer,3U
1523477200,1,2,26,Soccer,3N
1523477208,1,27,7,Soccer,3N
1523477210,1,10,27,Soccer,3F
1523477217,1,7,6,Soccer,3N
1523477223,1,27,7,Soccer,3N
1523477231,1,27,6,Soccer,3N
1523477256,1,7,9,Soccer,3N
1523477261,1,27,20,Soccer,3N
1523477263,1,27,3,Soccer,3N
1523477275,1,4,27,Soccer,3N
1523477275,1,27,3,Soccer,3U
1523477298,1,27,3,Soccer,3N
1523477312,1,10,27,Soccer,3N
1523477335,1,14,27,Soccer,3N
1523477372,1,27,7,Soccer,3N
1523477392,1,27,22,Soccer,3N
1523477397,1,27,4,Soccer,3N
1523477414,1,14,3,Soccer,3N
1523477424,1,2,27,Soccer,3N
1523477430,1,27,0,Soccer,3N
1523477439,1,1,7,Soccer,3N
1523477441,1,1,17,Soccer,3N
1523477454,1,27,22,Soccer,3N
1523477455,1,27,4,Soccer,3N
1523477486,1,27,10,Soccer,3N
1523477491,1,6,7,Soccer,3N
1523477500,1,7,27,Soccer,3N
1523477502,1,27,3,Soccer,3N
1523477514,1,27,0,Soccer,3N
1523477525,1,0,27,Soccer,3N
1523477531,1,27,22,Soccer,3N
1523477546,1,27,7,Soccer,3N
1523477549,1,27,0,Soccer,3N
1523477552,1,11,2,Soccer,3N
1523477554,1,27,3,Soccer,3N
1523477557,1,27,26,Soccer,3N
1523477560,1,27,3,Soccer,3N
1523477575,1,27,7,Soccer,3N
1523477603,1,7,6,Soccer,3N
1523477627,1,27,9,Soccer,3N
1523477653,1,27,8,Soccer,3N
1523477675,1,7,27,Soccer,3N
1523477694,1,27,0,Soccer,3N
1523477697,1,22,9,Soccer,3N
1523477725,1,7,27,Soccer,3N
1523477766,1,7,27,Soccer,3N
1523477795,1,27,7,Soccer,3N
1523477813,1,27,9,Soccer,3N
1523477882,1,27,4,Soccer,3N
1523477896,1,27,2,Soccer,3N
1523477916,1,1,11,Soccer,3N
1523477924,1,27,3,Soccer,3N
1523477935,1,26,13,Soccer,3N
1523477941,1,27,13,Soccer,3N
1523477960,1,9,25,Soccer,3N
1523477978,1,6,7,Soccer,3U
1523477979,1,3,22,Soccer,3U
1523477980,1,27,3,Soccer,3N
1523477988,1,5,27,Soccer,3N
1523477996,1,27,7,Soccer,3U
1523478003,1,7,27,Soccer,3N
1523478008,1,27,23,Soccer,3N
1523478036,1,6,7,Soccer,3N
1523478109,1,0,4,Soccer,3N
1523478112,1,3,6,Soccer,3N
1523478112,1,27,4,Soccer,3N
1523478123,1,27,20,Soccer,3N
1523478161,1,19,9,Soccer,3N
1523478164,1,27,3,Soccer,3N
1523478171,1,4,27,Soccer,3N
1523478177,1,27,1,Soccer,3N
1523478180,1,27,3,Soccer,3N
1523478181,1,27,4,Soccer,3N
1523478181,1,27,0,Soccer,3N
1523478201,1,27,1,Soccer,3N
1523478207,1,2,27,Soccer,3N
1523478217,1,7,27,Soccer,3N
1523478239,1,27,7,Soccer,3N
1523478241,1,6,7,Soccer,3N
1523478248,1,26,0,Soccer,3N
1523478256,1,27,0,Soccer,3N
1523478257,1,19,14,Soccer,3N
1523478271,1,6,7,Soccer,3N
1523478295,1,27,2,Soccer,3N
1523478309,1,1,27,Soccer,3N
1523478311,1,27,0,Soccer,3N
1523478333,1,7,20,Soccer,3N
1523478339,1,7,27,Soccer,3N
1523478376,1,14,27,Soccer,3N
1523478379,1,27,22,Soccer,3U
1523478398,1,27,3,Soccer,3N
1523478408,1,27,0,Soccer,3N
1523478436,1,2,27,Soccer,3N
1523478458,1,27,7,Soccer,3N
1523478469,1,6,9,Soccer,3U
1523478480,1,4,0,Soccer,3N
1523478495,1,14,10,Soccer,3N
1523478511,1,27,22,Soccer,3U
1523478512,1,2,27,Soccer,3N
1523478516,1,27,20,Soccer,3N
1523478561,1,2,27,Soccer,3N
1523478568,1,2,26,Soccer,3N
1523478570,1,27,22,Soccer,3N
1523478589,1,27,0,Soccer,3N
1523478601,1,27,0,Soccer,3U
1523478613,1,19,14,Soccer,3N
1523478616,1,10,27,Soccer,3N
1523478631,1,27,22,Soccer,3N
1523478632,1,27,22,Soccer,3N
1523478632,1,25,9,Soccer,3N
1523478637,1,27,8,Soccer,3N
1523478646,1,27,7,Soccer,3N
1523478668,1,7,27,Soccer,3N
1523478724,1,27,4,Soccer,3N
1523478744,1,3,6,Soccer,3N
1523478759,1,3,9,Soccer,3N
1523478763,1,0,3,Soccer,3N
1523478778,1,27,3,Soccer,3N
1523478782,1,27,7,Soccer,3N
1523478797,1,27,20,Soccer,3N
1523478809,1,3,2,Soccer,3N
1523478821,1,2,3,Soccer,3N
1523478832,1,27,4,Soccer,3N
1523478839,1,27,4,Soccer,3N
1523478846,1,1,27,Soccer,3N
1523478858,1,27,9,Soccer,3N
1523478862,1,1,27,Soccer,3N
1523478899,1,1,17,Soccer,3N
1523478904,1,2,3,Soccer,3N
1523478909,1,3,2,Soccer,3N
1523478919,1,18,0,Soccer,3N
1523478920,1,7,6,Soccer,3N
1523478946,1,9,10,Soccer,3N
1523478976,1,27,0,Soccer,3N
1523478997,1,27,10,Soccer,3N
1523478997,1,2,3,Soccer,3N
1523478998,1,27,25,Soccer,3N
1523479001,1,2,27,Soccer,3N
1523479004,1,3,7,Soccer,3N
1523479005,1,27,2,Soccer,3N
1523479007,1,27,10,Soccer,3N
1523479010,1,27,0,Soccer,3N
1523479012,1,13,0,Soccer,3N
1523479014,1,27,3,Soccer,3N
1523479021,1,22,27,Soccer,3N
1523479024,1,7,6,Soccer,3N
1523479031,1,9,3,Soccer,3N
1523479033,1,27,10,Soccer,3N
1523479035,1,22,27,Soccer,3N
1523479045,1,27,10,Soccer,3N
1523479046,1,27,3,Soccer,3N
1523479053,1,27,1,Soccer,3N
1523479053,1,3,2,Soccer,3N
1523479054,1,2,27,Soccer,3N
1523479056,1,27,1,Soccer,3N
1523479056,1,4,5,Soccer,3N
1523479057,1,1,17,Soccer,3N
1523479058,1,26,13,Soccer,3N
1523479059,1,2,3,Soccer,3N
1523479059,1,26,3,Soccer,3N
1523479060,1,10,27,Soccer,3N
1523479061,1,2,3,Soccer,3N
1523479064,1,27,1,Soccer,3N
1523479064,1,26,0,Soccer,3N
1523479067,1,11,27,Soccer,3N
1523479067,1,27,9,Soccer,3N
1523479069,1,2,27,Soccer,3N
1523479070,1,27,20,Soccer,3N
1523479073,1,9,27,Soccer,3N
1523479074,1,27,7,Soccer,3N
1523479076,1,27,0,Soccer,3N
1523479081,1,25,1,Soccer,3N
1523479083,1,10,22,Soccer,3N
1523479086,1,27,5,Soccer,3N
1523479087,1,27,7,Soccer,3N
1523479091,1,27,0,Soccer,3N
1523479092,1,0,27,Soccer,3N
1523479093,1,0,27,Soccer,3N
1523479099,1,9,3,Soccer,3N
1523479109,1,27,3,Soccer,3N
1523479109,1,27,7,Soccer,3N
1523479118,1,1,27,Soccer,3N
1523479119,1,27,1,Soccer,3N
1523479125,1,7,6,Soccer,3N
1523479126,1,2,27,Soccer,3N
1523479132,1,25,16,Soccer,3U
1523479135,1,27,3,Soccer,3N
1523479141,1,27,25,Soccer,3N
1523479144,1,2,3,Soccer,3N
1523479151,1,7,27,Soccer,3N
1523479158,1,7,27,Soccer,3N
1523479159,1,6,27,Soccer,3N
1523479161,1,22,27,Soccer,3N
1523479171,1,3,27,Soccer,3N
1523479172,1,27,10,Soccer,3N
1523479174,1,27,23,Soccer,3N
1523479174,1,4,27,Soccer,3N
1523479177,1,27,2,Soccer,3N
1523479183,1,2,27,Soccer,3N
1523479183,1,27,4,Soccer,3N
1523479184,1,27,20,Soccer,3N
1523479187,1,12,9,Soccer,3N
1523479191,1,9,8,Soccer,3N
1523479191,1,27,10,Soccer,3N
1523479192,1,20,27,Soccer,3N
1523479200,1,27,8,Soccer,3N
1523479202,1,1,7,Soccer,3N
1523479211,1,9,10,Soccer,3N
1523479212,1,26,27,Soccer,3N
1523479216,1,27,4,Soccer,3N
1523479218,1,27,7,Soccer,3N
1523479219,1,0,27,Soccer,3N
1523479223,1,7,27,Soccer,3N
1523479227,1,2,3,Soccer,3N
1523479261,1,27,4,Soccer,3N
1523479267,1,27,3,Soccer,3N
1523479268,1,26,22,Soccer,3N
1523479270,1,27,10,Soccer,3N
1523479271,1,27,3,Soccer,3N
1523479276,1,2,27,Soccer,3N
1523479276,1,27,4,Soccer,3N
1523479282,1,27,4,Soccer,3N
1523479289,1,3,27,Soccer,3N
1523479314,1,2,27,Soccer,3N
1523479318,1,3,26,Soccer,3N
1523479318,1,14,10,Soccer,3N
1523479320,1,3,1,Soccer,3N
1523479320,1,27,13,Soccer,3N
1523479324,1,1,7,Soccer,3N
1523479327,1,0,4,Soccer,3N
1523479328,1,27,2,Soccer,3N
1523479333,1,27,4,Soccer,3N
1523479336,1,27,3,Soccer,3N
1523479340,1,2,27,Soccer,3U
1523479347,1,2,3,Soccer,3N
1523479350,1,2,0,Soccer,3N
1523479354,1,3,11,Soccer,3N
1523479355,1,5,25,Soccer,3N
1523479356,1,1,27,Soccer,3N
1523479429,1,27,3,Soccer,3N
1523479431,1,1,17,Soccer,3N
1523479456,1,1,27,Soccer,3N
1523479456,1,7,27,Soccer,3N
1523479457,1,27,2,Soccer,3N
1523479457,1,26,3,Soccer,3N
1523479464,1,27,22,Soccer,3N
1523479468,1,2,27,Soccer,3N
1523479488,1,27,3,Soccer,3N
1523479496,1,25,9,Soccer,3N
1523479548,1,1,26,Soccer,3N
1523475246,1,12,11,Soccer,3N
1523479396,1,27,0,Soccer,3N
1523475503,1,7,27,Soccer,3N
1523478539,1,27,25,Soccer,3N
1523479091,1,7,2,Soccer,3N
1523479503,1,9,4,Soccer,3N
1523476808,1,11,9,Soccer,3N
1523477654,1,27,20,Soccer,3N
1523477774,1,27,9,Soccer,3N
1523477864,1,2,3,Soccer,3N
1523478038,1,4,20,Soccer,3N
1523478560,1,27,18,Soccer,3N
1523479223,1,3,27,Soccer,3N
1523479374,1,9,0,Soccer,3N
1523479411,1,27,3,Soccer,3N
1523479666,1,0,4,Soccer,3N
1523479440,1,2,3,Soccer,3N
1523479374,1,2,3,Soccer,3N
1523478124,1,27,3,Soccer,3N
1523479273,1,6,3,Soccer,3N
1523479310,1,27,22,Soccer,3N
1523475045,1,1,26,Soccer,3N
1523475989,1,27,13,Soccer,3N
1523476347,1,3,27,Soccer,3N
1523477179,1,27,10,Soccer,3N
1523477408,1,27,7,Soccer,3N
1523477676,1,27,1,Soccer,3N
1523477901,1,3,2,Soccer,3N
1523477951,1,27,7,Soccer,3N
1523479029,1,2,3,Soccer,3N
1523479055,1,1,27,Soccer,3N
1523479179,1,0,3,Soccer,3N
1523479194,1,3,27,Soccer,3N
1523479276,1,27,20,Soccer,3N
1523479305,1,27,3,Soccer,3N
1523479401,1,9,27,Soccer,3N
1523479481,1,27,4,Soccer,3N
1523479027,1,27,3,Soccer,3N
1523473370,1,9,3,Soccer,3N
1523473473,1,27,13,Soccer,3N
1523473710,1,1,27,Soccer,3N
1523473721,1,7,6,Soccer,3F
1523474234,1,2,27,Soccer,3F
1523474365,1,27,9,Soccer,3N
1523474718,1,27,13,Soccer,3N
1523474976,1,27,0,Soccer,3N
1523475029,1,27,4,Soccer,3N
1523475043,1,27,4,Soccer,3N
1523475047,1,3,2,Soccer,3N
1523475057,1,27,3,Soccer,3N
1523475065,1,27,3,Soccer,3N
1523475082,1,7,12,Soccer,3U
1523475114,1,3,2,Soccer,3N
1523475170,1,27,3,Soccer,3N
1523475227,1,26,0,Soccer,3N
1523475281,1,4,0,Soccer,3N
1523475304,1,21,0,Soccer,3U
1523475384,1,27,3,Soccer,3N
1523475641,1,27,3,Soccer,3N
1523475717,1,27,4,Soccer,3F
1523475857,1,27,7,Soccer,3N
1523476758,1,2,3,Soccer,3N
1523476939,1,27,7,Soccer,3N
1523477083,1,27,4,Soccer,3N
1523477134,1,1,3,Soccer,3N
1523477220,1,4,27,Soccer,3N
1523477246,1,27,20,Soccer,3N
1523477283,1,26,27,Soccer,3N
1523477369,1,27,4,Soccer,3N
1523477432,1,4,27,Soccer,3N
1523477438,1,27,3,Soccer,3N
1523477461,1,22,27,Soccer,3N
1523477645,1,6,7,Soccer,3N
1523477683,1,4,27,Soccer,3N
1523477795,1,27,3,Soccer,3N
1523477868,1,3,9,Soccer,3N
1523477935,1,27,7,Soccer,3N
1523478152,1,18,17,Soccer,3N
1523478478,1,27,22,Soccer,3N
1523478490,1,20,13,Soccer,3N
1523478638,1,18,0,Soccer,3N
1523478952,1,20,27,Soccer,3N
1523479088,1,10,27,Soccer,3N
1523479094,1,26,3,Soccer,3N
1523479098,1,27,10,Soccer,3F
1523479116,1,27,2,Soccer,3N
1523479138,1,25,9,Soccer,3N
1523479152,1,10,9,Soccer,3N
1523479199,1,27,0,Soccer,3N
1523479206,1,27,0,Soccer,3N
1523479223,1,27,4,Soccer,3N
1523479223,1,0,14,Soccer,3N
1523479304,1,27,1,Soccer,3N
1523479344,1,27,0,Soccer,3N
1523479377,1,25,27,Soccer,3N
1523479392,1,2,27,Soccer,3N
1523479465,1,1,7,Soccer,3N
1523479609,1,27,6,Soccer,3N
1523479375,1,22,0,Soccer,3N
1523475144,1,1,27,Soccer,3N
1523475162,1,27,22,Soccer,3N
1523475715,1,27,7,Soccer,3N
1523475844,1,2,27,Soccer,3N
1523476993,1,10,27,Soccer,3N
1523479374,1,27,6,Soccer,3N
1523479384,1,10,9,Soccer,3N
1523479553,1,26,1,Soccer,3N
1523480550,1,6,27,Soccer,3N
1523479393,1,2,3,Soccer,3N
1523479438,1,2,3,Soccer,3N
1523479312,1,0,3,Soccer,3N
1523475176,1,27,4,Soccer,3N
1523476337,1,27,3,Soccer,3N
1523477409,1,27,22,Soccer,3N
1523478834,1,3,2,Soccer,3N
1523479286,1,2,27,Soccer,3N
1523479365,1,27,22,Soccer,3N
1523479844,1,3,7,Soccer,3N
1523477649,1,9,20,Soccer,3N
1523479515,1,3,2,Soccer,3N
1523479640,1,2,1,Soccer,3N
1523479435,1,9,3,Soccer,3N
1523480483,1,3,27,Soccer,3N
1523475273,1,27,0,Soccer,3N
1523472750,1,2,3,Soccer,3F
1523475048,1,2,3,Soccer,3N
1523475657,1,7,6,Soccer,3N
1523477858,1,27,4,Soccer,3N
1523478407,1,3,2,Soccer,3N
1523478619,1,27,0,Soccer,3N
1523478848,1,3,27,Soccer,3N
1523479132,1,2,3,Soccer,3N
1523479147,1,2,27,Soccer,3N
1523479371,1,2,3,Soccer,3N
1523479378,1,3,11,Soccer,3N
1523479470,1,27,3,Soccer,3N
1523479489,1,2,3,Soccer,3N
1523479581,1,27,3,Soccer,3N
1523479649,1,27,8,Soccer,3N
1523478603,1,27,18,Soccer,3N
1523475250,1,27,22,Soccer,3U
1523479506,1,2,3,Soccer,3N
1523475587,1,3,11,Soccer,3N
1523474078,1,27,9,Soccer,3N
1523475000,1,2,3,Soccer,3N
1523475053,1,7,27,Soccer,3N
1523475111,1,27,3,Soccer,3N
1523477137,1,0,4,Soccer,3N
1523478569,1,27,22,Soccer,3N
1523478735,1,2,27,Soccer,3N
1523478767,1,27,7,Soccer,3N
1523479047,1,27,3,Soccer,3N
1523479054,1,18,11,Soccer,3U
1523479457,1,27,9,Soccer,3N
1523475098,1,27,20,Soccer,3N
1523478597,1,27,18,Soccer,3N
1523478588,1,27,18,Soccer,3N
1523479440,1,27,22,Soccer,3N
1523475152,1,2,3,Soccer,3N
1523475168,1,27,17,Soccer,3N
1523479213,1,27,4,Soccer,3N
1523479344,1,1,27,Soccer,3N
1523479364,1,27,3,Soccer,3N
1523479509,1,3,2,Soccer,3N
1523478581,1,27,18,Soccer,3N
1523478587,1,27,25,Soccer,3N
1523478601,1,27,25,Soccer,3N
1523478666,1,2,3,Soccer,3N
1523479255,1,27,10,Soccer,3N
1523479509,1,27,7,Soccer,3N
1523474801,1,2,11,Soccer,3U
1523479471,1,27,3,Soccer,3N
1523479663,1,2,27,Soccer,3N
1523479446,1,2,3,Soccer,3N
1523475218,1,3,27,Soccer,3N
1523475288,1,27,9,Soccer,3N
1523472175,1,2,11,Soccer,3N
1523472749,1,27,22,Soccer,3F
1523472817,1,4,20,Soccer,3N
1523472986,1,27,6,Soccer,3N
1523473276,1,27,20,Soccer,3N
1523473557,1,27,11,Soccer,3N
1523473618,1,14,7,Soccer,3N
1523473719,1,27,4,Soccer,3N
1523474090,1,17,27,Soccer,3U
1523474121,1,1,27,Soccer,3U
1523474126,1,27,22,Soccer,3N
1523474172,1,27,18,Soccer,3N
1523474561,1,2,27,Soccer,3U
1523474621,1,27,10,Soccer,3U
1523474668,1,3,27,Soccer,3N
1523474696,1,27,3,Soccer,3N
1523474815,1,27,25,Soccer,3N
1523474832,1,27,1,Soccer,3N
1523474964,1,3,27,Soccer,3N
1523475028,1,27,4,Soccer,3N
1523475116,1,27,3,Soccer,3N
1523475140,1,27,4,Soccer,3N
1523475149,1,0,26,Soccer,3N
1523475193,1,27,25,Soccer,3N
1523475219,1,27,2,Soccer,3N
1523475421,1,22,20,Soccer,3N
1523475445,1,27,0,Soccer,3N
1523475556,1,26,20,Soccer,3U
1523475573,1,27,4,Soccer,3N
1523475635,1,27,22,Soccer,3N
1523475682,1,7,6,Soccer,3N
1523476156,1,18,20,Soccer,3F
1523476432,1,27,4,Soccer,3N
1523476493,1,10,27,Soccer,3N
1523476520,1,10,14,Soccer,3U
1523476542,1,27,9,Soccer,3N
1523477089,1,27,9,Soccer,3N
1523477208,1,3,11,Soccer,3N
1523477340,1,9,8,Soccer,3U
1523477488,1,2,26,Soccer,3N
1523477622,1,27,3,Soccer,3N
1523477823,1,2,3,Soccer,3N
1523477862,1,27,3,Soccer,3N
1523477942,1,27,0,Soccer,3N
1523478071,1,0,4,Soccer,3N
1523478152,1,27,1,Soccer,3U
1523478163,1,2,27,Soccer,3N
1523478639,1,18,4,Soccer,3N
1523478698,1,3,10,Soccer,3N
1523478700,1,27,13,Soccer,3N
1523478853,1,27,1,Soccer,3N
1523478860,1,27,22,Soccer,3N
1523478865,1,3,27,Soccer,3N
1523478934,1,27,7,Soccer,3N
1523479054,1,27,4,Soccer,3N
1523479099,1,27,14,Soccer,3N
1523479117,1,27,10,Soccer,3N
1523479123,1,2,3,Soccer,3N
1523479183,1,2,3,Soccer,3N
1523479187,1,3,2,Soccer,3N
1523479193,1,27,7,Soccer,3N
1523479231,1,27,20,Soccer,3N
1523479234,1,0,9,Soccer,3N
1523479235,1,27,0,Soccer,3N
1523479243,1,27,24,Soccer,3N
1523479243,1,27,4,Soccer,3N
1523479273,1,9,27,Soccer,3N
1523479279,1,2,3,Soccer,3N
1523479280,1,27,3,Soccer,3N
1523479287,1,27,11,Soccer,3N
1523479315,1,2,27,Soccer,3N
1523479332,1,27,3,Soccer,3N
1523479333,1,27,7,Soccer,3N
1523479423,1,27,0,Soccer,3N
1523479460,1,24,25,Soccer,3N
1523479463,1,25,9,Soccer,3N
1523479554,1,9,3,Soccer,3N
1523479610,1,12,25,Soccer,3N
1523479315,1,27,14,Soccer,3N
1523479615,1,2,9,Soccer,3N
1523477090,1,1,2,Soccer,3N
1523479260,1,2,3,Soccer,3N
1523479446,1,27,24,Soccer,3N
1523478593,1,27,18,Soccer,3N
1523475050,1,1,27,Soccer,3N
1523477512,1,1,27,Soccer,3N
1523478478,1,27,25,Soccer,3N
1523478889,1,3,27,Soccer,3N
1523478941,1,2,3,Soccer,3N
1523479129,1,27,3,Soccer,3N
1523479220,1,3,27,Soccer,3N
1523479334,1,0,4,Soccer,3N
1523479386,1,3,10,Soccer,3N
1523479414,1,0,3,Soccer,3N
1523475001,1,6,27,Soccer,3N
1523475124,1,4,27,Soccer,3N
1523475593,1,27,3,Soccer,3N
1523476805,1,27,10,Soccer,3N
1523477184,1,27,3,Soccer,3N
1523477253,1,0,13,Soccer,3N
1523477272,1,17,1,Soccer,3N
1523478613,1,27,25,Soccer,3N
1523479011,1,11,2,Soccer,3N
1523479104,1,9,10,Soccer,3N
1523479104,1,27,24,Soccer,3N
1523479163,1,22,27,Soccer,3N
1523479191,1,27,3,Soccer,3N
1523479345,1,0,27,Soccer,3N
1523479380,1,27,4,Soccer,3N
1523479173,1,2,27,Soccer,3F
1523475262,1,7,27,Soccer,3N
1523479357,1,3,2,Soccer,3N
1523479753,1,3,10,Soccer,3N
1523475107,1,27,8,Soccer,3N
1523479355,1,27,25,Soccer,3N
1523472086,1,13,17,Soccer,3F
1523472100,1,27,4,Soccer,3F
1523472110,1,20,27,Soccer,3N
1523472116,1,27,7,Soccer,3N
1523472133,1,0,27,Soccer,3N
1523472173,1,27,4,Soccer,3F
1523472222,1,3,1,Soccer,3N
1523472240,1,20,4,Soccer,3F
1523472244,1,7,13,Soccer,3N
1523472255,1,0,27,Soccer,3N
1523472262,1,3,9,Soccer,3N
1523472266,1,0,4,Soccer,3N
1523472273,1,18,0,Soccer,3N
1523472306,1,3,27,Soccer,3F
1523472335,1,7,27,Soccer,3N
1523472372,1,27,13,Soccer,3U
1523472404,1,27,0,Soccer,3N
1523472409,1,26,2,Soccer,3F
1523472411,1,27,4,Soccer,3N
1523472421,1,2,27,Soccer,3F
1523472432,1,2,26,Soccer,3F
1523472436,1,6,7,Soccer,3N
1523472436,1,13,27,Soccer,3N
1523472440,1,18,15,Soccer,3N
1523472444,1,27,3,Soccer,3N
1523472447,1,2,27,Soccer,3N
1523472452,1,10,27,Soccer,3N
1523472452,1,27,4,Soccer,3N
1523472459,1,27,6,Soccer,3N
1523472465,1,4,13,Soccer,3U
1523472465,1,27,3,Soccer,3U
1523472471,1,27,6,Soccer,3N
1523472479,1,27,1,Soccer,3N
1523472505,1,7,10,Soccer,3N
1523472506,1,8,13,Soccer,3N
1523472513,1,4,27,Soccer,3N
1523472525,1,7,6,Soccer,3N
1523472528,1,27,20,Soccer,3N
1523472545,1,20,10,Soccer,3N
1523472565,1,27,4,Soccer,3N
1523472587,1,2,9,Soccer,3F
1523472597,1,7,27,Soccer,3N
1523472613,1,27,4,Soccer,3N
1523472616,1,3,26,Soccer,3N
1523472637,1,27,3,Soccer,3N
1523472657,1,6,3,Soccer,3N
1523472672,1,2,26,Soccer,3N
1523472707,1,27,20,Soccer,3N
1523472740,1,26,9,Soccer,3N
1523472748,1,27,7,Soccer,3U
1523472749,1,0,27,Soccer,3N
1523472752,1,26,27,Soccer,3N
1523472769,1,2,3,Soccer,3N
1523472799,1,27,3,Soccer,3N
1523472800,1,27,0,Soccer,3N
1523472810,1,7,27,Soccer,3N
1523472816,1,11,4,Soccer,3N
1523472834,1,0,5,Soccer,3N
1523472834,1,2,3,Soccer,3N
1523472835,1,0,15,Soccer,3N
1523472895,1,2,3,Soccer,3N
1523472921,1,27,10,Soccer,3N
1523472925,1,27,4,Soccer,3N
1523472945,1,27,3,Soccer,3N
1523472961,1,18,20,Soccer,3N
1523472966,1,10,27,Soccer,3N
1523473004,1,27,7,Soccer,3N
1523473047,1,2,3,Soccer,3F
1523473048,1,0,4,Soccer,3U
1523473060,1,0,4,Soccer,3N
1523473105,1,1,17,Soccer,3N
1523473113,1,27,18,Soccer,3U
1523473128,1,18,0,Soccer,3N
1523473132,1,22,26,Soccer,3N
1523473174,1,19,14,Soccer,3U
1523473176,1,2,27,Soccer,3N
1523473177,1,13,26,Soccer,3U
1523473177,1,27,4,Soccer,3N
1523473179,1,0,13,Soccer,3N
1523473182,1,27,3,Soccer,3N
1523473184,1,27,8,Soccer,3N
1523473187,1,0,4,Soccer,3N
1523473187,1,27,3,Soccer,3N
1523473189,1,6,27,Soccer,3N
